;KEY;CowKEY;Records source;Farm;Cow Code;Cow Name;Calving No;CowCalvingKEY;Date;Week;CowCalvPeakProdAvg;CowCalvPeakProdAvgDIM;DistProdToday;DistProdAvg;DistFarm;DistFPM;DistWeight;DistJaanos;DistSyo;DistLyps;AngleProdToday;AngleProdAvg;AngleFarm;AngleFPM;AngleWeight;AngleJaanos;AngleSyo;AngleLyps;SlopeProdToday;SlopeProdAvg;SlopeFarm;SlopeFPM;SlopeWeight;SlopeJaanos;SlopeSyo;SlopeLyps;DiffProdToday;DiffProdAvg;DiffFarm;DiffFPM;DiffWeight;DiffJaanos;DiffSyo;DiffLyps;DiffDIM;DIM-P2;DIM-P1;Lypsy-P2;Lypsy-P1;Syo-P2;Syo-P1;Jaanos-P2;Jaanos-P1;Weight-P2;Weight-P1;FeedPerMilk-P2;FeedPerMilk-P1;FarmProd-P2;FarmProd-P1;ProdAvg-P2;ProdAvg-P1;ProdToday-P2;ProdToday-P1;Unnamed: 63
2202;LR-54345-410-LeiLei-20180105-2-72-52,4;LR-54345-410-LeiLei;LR;54345;410;LeiLei;2;54345-410-LeiLei-2;20180105;1;51,8;72;31,01612484;30,91100128;29,13019054;29,00002622;35,80502758;29,00176546;29,09749817;29,00275849;0,362544237;0,353469698;0,094579047;-0,001344827;-0,626742901;0,011034035;0,081885453;-0,013792229;0,379310345;0,368965517;0,094862069;-0,001344828;-0,724137931;0,011034483;0,082068966;-0,013793103;11;10,7;2,751;-0,039;-21;0,32;2,38;-0,4;29;44;15;3,3;3,7;16,6;14,22;0,56;0,24;611;632;0,313;0,352;34,091;31,34;49,9;39,2;53;42;
2204;LR-54345-425-Mymmeli-20170504-1-64-31,3;LR-54345-425-Mymmeli;LR;54345;425;Mymmeli;1;54345-425-Mymmeli-1;20170504;18;30,3;64;26,24804755;26,26194966;26,01145871;26,00003723;26,92582404;26,01488805;26,00996732;26,00692216;0,137586736;0,141358552;0,029683586;-0,001692306;0,262994732;-0,033833238;-0,027685232;-0,023072828;0,138461538;0,142307692;0,029692308;-0,001692308;0,269230769;-0,033846154;-0,027692308;-0,023076923;3,6;3,7;0,772;-0,044;7;-0,88;-0,72;-0,6;26;40;14;1,3;1,9;10,18;10,9;1,19;2,07;609;602;0,426;0,47;34,843;34,071;25,8;22,1;26,3;22,7;
2216;LR-54345-541-Lipsu-20170315-1-86-32,6;LR-54345-541-Lipsu;LR;54345;541;Lipsu;1;54345-541-Lipsu-1;20170315;11;33,6;86;29,80956222;30,16438297;29,06562065;29,00078221;31,38470965;29,0000069;29,10755916;29,00844705;0,233587781;0,278755032;-0,067208966;-0,007344696;0,392340144;-0,000689655;-0,085994291;0,024133245;0,237931034;0,286206897;-0,067310345;-0,007344828;0,413793103;-0,000689655;-0,086206897;0,024137931;6,9;8,3;-1,952;-0,213;12;-0,02;-2,5;0,7;29;44;15;3,7;3;10,94;13,44;0,3;0,32;504;492;0,359;0,572;33,43;35,382;30,4;22,1;31,3;24,4;
2219;LR-54345-544-LÃ¤tty-20170201-1-67-28,1;LR-54345-544-LÃ¤tty;LR;54345;544;LÃ¤tty;1;54345-544-LÃ¤tty-1;20170201;5;28,4;67;35,50507006;35,96512199;33,21103196;33,00152253;33,13608305;33,00009697;33,25249013;33,04905445;0,37789132;0,408907829;0,112791966;-0,009605765;0,090659887;-0,002424238;0,12331057;0,054491456;0,396969697;0,433333333;0,113272727;-0,009606061;0,090909091;-0,002424242;0,123939394;0,054545455;13,1;14,3;3,738;-0,317;3;-0,08;4,09;1,8;33;38;5;3,6;1,8;11,62;7,53;0,22;0,3;476;473;0,421;0,738;35,382;31,644;25,8;11,5;26;12,9;
2226;LR-54345-97-Kirppu-20170719-2-69-53,6;LR-54345-97-Kirppu;LR;54345;97;Kirppu;2;54345-97-Kirppu-2;20170719;29;52,4;69;27,4774453;27,05993348;27,10725514;27,00000669;27,65863337;27,00081665;27,13071322;27,00018518;-0,186689331;0,066568164;-0,088986592;-0,000703704;0,218668946;0,007777621;-0,098201625;-0,003703687;-0,188888889;0,066666667;-0,089222222;-0,000703704;0,222222222;0,007777778;-0,098518519;-0,003703704;-5,1;1,8;-2,409;-0,019;6;0,21;-2,66;-0,1;27;47;20;4;4,1;14,08;16,74;0,6;0,39;640;634;0,301;0,32;31,274;33,683;50,9;49,1;47;52,1;
2230;LR-55121-367-Läksy-20180413-3-70-48;LR-55121-367-Läksy;LR;55121;367;Läksy;3;55121-367-Läksy-3;20180413;15;47,5;70;36,05551275;36,73472472;30,04534074;30,00033135;34,4818793;31,90516573;31,83764439;30,0059994;0,588002604;0,615186238;0,054944642;0,004699965;-0,515549007;0,347324989;0,341418195;0,019997334;0,666666667;0,706666667;0,055;0,0047;-0,566666667;0,362;0,355333333;0,02;20;21,2;1,65;0,141;-17;10,86;10,66;0,6;30;34;4;2;1,4;14,1;3,44;15,22;4,36;580;597;0,311;0,17;30,656;29,006;42,6;21,4;42,5;22,5;
2240;LR-55851-535-Kuutamo-20170925-2-65-53,1;LR-55851-535-Kuutamo;LR;55851;535;Kuutamo;2;55851-535-Kuutamo-2;20170925;39;51,4;65;33,83784863;34,88036697;28,03835152;28,00000457;28;28,00017857;28,27445667;28,00874863;0,596199141;0,638913985;-0,05230938;0,000571429;0;0,003571413;0,139446202;0,024994794;0,678571429;0,742857143;-0,052357143;0,000571429;0;0,003571429;0,140357143;0,025;19;20,8;-1,466;0,016;0;0,1;3,93;0,7;28;30;2;3;2,3;6,67;2,74;0,13;0,03;0;0;0,143;0,127;32,435;33,901;45,7;24,9;47,3;28,3;
2254;LR-55851-580-Meedio-20170601-1-77-23;LR-55851-580-Meedio;LR;55851;580;Meedio;1;55851-580-Meedio-1;20170601;22;24,5;77;24,0033331;24,00083332;24,0096031;24,00001633;24;24,00091873;24,00421838;24,00020833;-0,016665124;-0,00833314;0,028284122;-0,001166666;0;-0,008749777;-0,018747803;0,004166643;-0,016666667;-0,008333333;0,028291667;-0,001166667;0;-0,00875;-0,01875;0,004166667;-0,4;-0,2;0,679;-0,028;0;-0,21;-0,45;0,1;24;49;25;2,1;2;4,19;4,64;0,08;0,29;0;0;0,165;0,193;35,424;34,745;22,8;23;23;23,4;
2259;LR-56388-1390-Jasmin-20180314-3-51-63,9;LR-56388-1390-Jasmin;LR;56388;1390;Jasmin;3;56388-1390-Jasmin-3;20180314;11;63,1;51;15,26433752;14,23516772;13,00035446;13,00000015;13;13,00001538;13,02337898;13,00346108;0,551654983;0,419650862;-0,007384481;-0,000153846;0;0,00153846;0,059928155;-0,023072828;0,615384615;0,446153846;-0,007384615;-0,000153846;0;0,001538462;0,06;-0,023076923;8;5,8;-0,096;-0,002;0;0,02;0,78;-0,3;13;37;24;3;3,3;5,24;4,46;0,12;0,1;0;0;0,086;0,088;35,892;35,988;54,9;49,1;61,2;53,2;
2284;LR-56950-1529-Koralli-20171218-3-29-54,4;LR-56950-1529-Koralli;LR;56950;1529;Koralli;3;56950-1529-Koralli-3;20171218;51;55,5;29;24,41311123;28,65309756;14,07717244;14,000007;103,9471019;14,22854877;14,2339348;14,1876707;0,960070362;1,060308005;-0,104757955;-0,001;-1,435701888;-0,179476331;0,181550117;0,162831184;1,428571429;1,785714286;-0,105142857;-0,001;-7,357142857;-0,181428571;0,183571429;0,164285714;20;25;-1,472;-0,014;-103;-2,54;2,57;2,3;14;15;1;4,3;2;4,17;1,6;0,09;2,63;645;748;0,083;0,097;32,885;34,357;48,2;23,2;50,1;30,1;
2289;LR-56950-337-Ipana-20171102-4-85-48;LR-56950-337-Ipana;LR;56950;337;Ipana;4;56950-337-Ipana-4;20171102;44;47,1;85;36,00222215;36,38804749;36,01845928;36,0000125;107,2240645;36,00002222;36,03779266;36,00124998;0,011110654;0,146172194;0,032016833;0,000833333;1,228399739;0,001111111;0,04580128;0,00833314;0,011111111;0,147222222;0,032027778;0,000833333;2,805555556;0,001111111;0,045833333;0,008333333;0,4;5,3;1,153;0,03;101;0,04;1,65;0,3;36;55;19;2,7;2,4;5,77;4,12;0,15;0,11;852;751;0,12;0,09;35,871;34,718;47,1;41,8;50,3;49,9;
2313;LR-56950-683-Nippa-20180426-1-45-36,1;LR-56950-683-Nippa;LR;56950;683;Nippa;1;56950-683-Nippa-1;20180426;17;33,6;45;16,22621336;16,95169608;16,0635981;16,00013203;64,03124237;16,00404949;16,07203783;16,00281225;0,167175017;0,336674819;-0,089014151;-0,004062478;1,318242051;0,022496204;-0,094715746;0,018747803;0,16875;0,35;-0,08925;-0,0040625;3,875;0,0225;-0,095;0,01875;2,7;5,6;-1,428;-0,065;62;0,36;-1,52;0,3;16;31;15;2,4;2,1;3,02;4,54;0,73;0,37;661;599;0,099;0,164;33,715;35,143;30,8;25,2;31,2;28,5;
2334;LR-57105-682-MILKKIS-20171018-1-43-34,3;LR-57105-682-MILKKIS;LR;57105;682;MILKKIS;1;57105-682-MILKKIS-1;20171018;42;35,1;43;16,0003125;16,51696098;16,18302595;16,00003612;16,1245155;16,0001125;16,02877413;16,00124995;0,006249919;0,250852311;-0,150539904;-0,002124997;0,124354995;-0,003749982;-0,059928155;-0,012499349;0,00625;0,25625;-0,1516875;-0,002125;0,125;-0,00375;-0,06;-0,0125;0,1;4,1;-2,427;-0,034;2;-0,06;-0,96;-0,2;16;30;14;3,1;3,3;5,79;6,75;0,15;0,21;472;470;0,174;0,208;30,557;32,984;33,8;29,7;32,9;32,8;
2335;LR-57105-703-JUUSTO-20170919-3-45-34,3;LR-57105-703-JUUSTO;LR;57105;703;JUUSTO;3;57105-703-JUUSTO-3;20170919;38;33,2;45;20,3;19,31035991;14,01799201;14,00010804;20,51828453;14,0010321;14,15220478;14,02889875;0,809783573;0,759762755;0,050670875;-0,003928551;0,819867264;-0,01214226;0,146793588;0,064197376;1,05;0,95;0,050714286;-0,003928571;1,071428571;-0,012142857;0,147857143;0,064285714;14,7;13,3;0,71;-0,055;15;-0,17;2,07;0,9;14;19;5;2,7;1,8;6,12;4,05;0,11;0,28;624;609;0,175;0,23;33,26;32,55;32,1;18,8;34,7;20;
2346;LR-57105-815-LEIDI-20180319-2-37-48,9;LR-57105-815-LEIDI;LR;57105;815;LEIDI;2;57105-815-LEIDI-2;20180319;12;50,2;37;17,75978603;17,35655496;13,1446957;13,00004712;14,76482306;13,00009615;13,40495804;13,06483831;0,749556945;0,724250001;0,148513774;0,002692301;-0,493941369;0,003846135;0,246426102;0,099668652;0,930769231;0,884615385;0,149615385;0,002692308;-0,538461538;0,003846154;0,251538462;0,1;12,1;11,5;1,945;0,035;-7;0,05;3,27;1,3;13;19;6;3,6;2,3;6,75;3,48;0,17;0,12;574;581;0,14;0,105;39,4;37,455;45,2;33,7;46,1;34;
2347;LR-57105-819-LANTTI-20180301-2-39-43,1;LR-57105-819-LANTTI;LR;57105;819;LANTTI;2;57105-819-LANTTI-2;20180301;9;40,7;39;15,10761397;15,55024116;15,11353039;15,00008333;17,49285568;15,00191988;15,05796799;15,0119952;0,119428926;0,266816065;-0,122647965;0,003333321;0,5404195;0,015998635;0,087773892;-0,039978687;0,12;0,273333333;-0,123266667;0,003333333;0,6;0,016;0,088;-0,04;1,8;4,1;-1,849;0,05;9;0,24;1,32;-0,6;15;26;11;2,7;3,3;6,87;5,55;0,33;0,09;563;554;0,21;0,16;37,455;39,304;36,5;32,4;37;35,2;
2354;LR-57349-428-Hanikka-20170921-5-70-60,5;LR-57349-428-Hanikka;LR;57349;428;Hanikka;5;57349-428-Hanikka-5;20170921;38;60,8;70;38,00644682;35,36325777;28,00001029;28,00038587;30,08321791;28,00120712;30,28103202;28,05155967;0,742593785;0,657074936;0,000857143;0,005249952;-0,374333616;0,009285447;0,390625006;0,060639848;0,917857143;0,771428571;0,000857143;0,00525;-0,392857143;0,009285714;0,411785714;0,060714286;25,7;21,6;0,024;0,147;-11;0,26;11,53;1,7;28;33;5;4,1;2,4;16,9;5,37;0,36;0,1;699;710;0,299;0,152;34,845;34,821;57,8;36,2;63,1;37,4;
2355;LR-57349-444-Iines-20170117-4-84-45,8;LR-57349-444-Iines;LR;57349;444;Iines;4;57349-444-Iines-4;20170117;3;47,2;84;35,44009029;34,61574786;34,0546206;34,00008947;35,44009029;34,00009412;34,48445447;34,00529371;0,286051442;0,188897181;0,056645219;0,002294114;-0,286051442;0,002352937;0,167818389;-0,017645227;0,294117647;0,191176471;0,056705882;0,002294118;-0,294117647;0,002352941;0,169411765;-0,017647059;10;6,5;1,928;0,078;-10;0,08;5,76;-0,6;34;48;14;3,3;3,9;18;12,24;0,32;0,24;713;723;0,434;0,356;33,441;31,513;42,1;35,6;45,8;35,8;
2361;LR-57349-521-Kilda-20170718-2-65-51;LR-57349-521-Kilda;LR;57349;521;Kilda;2;57349-521-Kilda-2;20170718;29;49,2;65;28,11138559;28,16025568;28,00068599;28,00120712;109,6357606;28,00071428;29,94990651;28,00017857;0,089049583;0,106735673;0,006999886;0,009285447;-1,312544107;0,007142736;0,362834894;-0,003571413;0,089285714;0,107142857;0,007;0,009285714;-3,785714286;0,007142857;0,379642857;-0,003571429;2,5;3;0,196;0,26;-106;0,2;10,63;-0,1;28;32;4;2,7;2,8;16,98;6,35;0,31;0,11;581;687;0,45;0,19;34,014;33,818;36;33;36;33,5;
2363;LR-57349-523-Kakkara-20180308-3-62-44,5;LR-57349-523-Kakkara;LR;57349;523;Kakkara;3;57349-523-Kakkara-3;20180308;10;46;62;33,17890896;32,6019938;28,0699904;28,00016116;29,12043956;28,00111605;29,40171594;28,00874863;0,566266897;0,537789312;0,070632305;0,003392844;0,278299659;0,008928334;0,310026879;0,024994794;0,635714286;0,596428571;0,07075;0,003392857;0,285714286;0,008928571;0,320357143;0,025;17,8;16,7;1,981;0,095;8;0,25;8,97;0,7;28;34;6;3,9;3,2;15,72;6,75;0,39;0,14;611;603;0,355;0,26;35,541;33,56;44,8;28,1;46,6;28,8;
2375;LR-57349-574-Mymmeli-20180111-1-66-44,6;LR-57349-574-Mymmeli;LR;57349;574;Mymmeli;1;57349-574-Mymmeli-1;20180111;2;45,8;66;23,96351393;25,10796686;22,08820464;22,00000511;22;22,00153631;22,66741273;22,00568108;0,407631505;0,502843211;0,089397448;0,000681818;0;0,011817632;0,243266702;0,022723361;0,431818182;0,55;0,089636364;0,000681818;0;0,011818182;0,248181818;0,022727273;9,5;12,1;1,972;0,015;0;0,26;5,46;0,5;22;36;14;3,9;3,4;15,54;10,08;0,45;0,19;572;572;0,376;0,361;35,763;33,791;41,6;29,5;44,5;35;
2396;LR-57557-160-Little-20171002-2-33-39,8;LR-57557-160-Little;LR;57557;160;Little;2;57557-160-Little-2;20171002;40;42,6;33;20,93346603;18,27046797;9,001386782;9,000346716;23,76972865;9,046900022;9,230520029;9,035485598;1,126377117;1,05572351;0,017553752;-0,008777552;-1,182477609;-0,101868385;0,223956793;0,088655882;2,1;1,766666667;0,017555556;-0,008777778;-2,444444444;-0,102222222;0,227777778;0,088888889;18,9;15,9;0,158;-0,079;-22;-0,92;2,05;0,8;9;15;6;3,4;2,6;6,12;4,07;0,13;1,05;608;630;0,148;0,227;35;34,842;34,1;18,2;38,3;19,4;
2397;LR-57557-166-Leija-20170914-2-33-30,4;LR-57557-166-Leija;LR;57557;166;Leija;2;57557-166-Leija-2;20170914;37;28,5;33;14,67514906;15,23154621;14,00096054;14,000112;15,23154621;14;14,00128923;14,00321392;0,304510883;0,404891786;-0,01171375;-0,003999979;0,404891786;0;0,013570595;-0,021425292;0,314285714;0,428571429;-0,011714286;-0,004;0,428571429;0;0,013571429;-0,021428571;4,4;6;-0,164;-0,056;6;0;0,19;-0,3;14;24;10;3,4;3,7;5,84;5,65;0,14;0,14;542;536;0,178;0,234;34,842;35,006;27,9;21,9;28,9;24,5;
2401;LR-57557-16-Habanera-20171114-6-37-58,9;LR-57557-16-Habanera;LR;57557;16;Habanera;6;57557-16-Habanera-6;20171114;46;57,7;37;20,01224625;24,90702712;14,25571268;14,00015089;15,65247584;14,00069998;14,45048096;14,00892573;0,795998473;0,973885273;0,189691552;0,004642824;-0,463647609;0,009999667;0,250349541;0,035699113;1,021428571;1,471428571;0,192;0,004642857;-0,5;0,01;0,255714286;0,035714286;14,3;20,6;2,688;0,065;-7;0,14;3,58;0,5;14;22;8;3,6;3,1;8,4;4,82;0,23;0,09;801;808;0,157;0,092;37,093;34,405;56,4;35,8;58,3;44;
2402;LR-57557-172-Lina-20180208-2-30-57,4;LR-57557-172-Lina;LR;57557;172;Lina;2;57557-172-Lina-2;20180208;6;57,3;30;29,87657946;25,81259383;13,03613823;13,00002035;23,02172887;13,00013846;13,95366977;13,05526714;1,120620957;1,043000741;-0,074477373;0,001769229;0,970746113;0,004615352;0,371856074;0,092046849;2,069230769;1,715384615;-0,074615385;0,001769231;1,461538462;0,004615385;0,39;0,092307692;26,9;22,3;-0,97;0,023;19;0,06;5,07;1,2;13;16;3;3,9;2,7;8,02;2,95;0,2;0,14;626;607;0,154;0,131;36,42;37,39;46,7;24,4;51,3;24,4;
2411;LR-57557-471-Exette-20170822-6-35-33,7;LR-57557-471-Exette;LR;57557;471;Exette;6;57557-471-Exette-6;20170822;34;35,2;35;13,63121418;16,40121947;13,07293544;13,0006106;47,80167361;13,06483831;13,0473024;13,00961183;0,305510683;0,655695626;0,105681718;-0,009692004;-1,295370223;0,099668652;0,085178019;-0,03844259;0,315384615;0,769230769;0,106076923;-0,009692308;-3,538461538;0,1;0,085384615;-0,038461538;4,1;10;1,379;-0,126;-46;1,3;1,11;-0,5;13;21;8;1,6;2,1;5,93;4,82;1,49;0,19;672;718;0,093;0,219;37,606;36,227;32,7;22,7;32;27,9;
2418;LR-57557-72-Jessika-20180425-4-43-59,5;LR-57557-72-Jessika;LR;57557;72;Jessika;4;57557-72-Jessika-4;20180425;17;57;43;18,48350616;22,29910312;15,00000163;15,00012813;16,55294536;15,36302054;15,16633113;15,00533239;0,624023053;0,832981267;0,000466667;-0,00413331;0,43662716;0,217821728;0,148237887;0,026660348;0,72;1,1;0,000466667;-0,004133333;0,466666667;0,221333333;0,149333333;0,026666667;10,8;16,5;0,007;-0,062;7;3,32;2,24;0,4;15;28;13;2,4;2;8,4;6,16;3,99;0,67;690;683;0,11;0,172;37,038;37,031;51,2;34,7;48;37,2;
2439;LR-57964-10-MÖLY-20180419-2-47-53,1;LR-57964-10-MÖLY;LR;57964;10;MÖLY;2;57964-10-MÖLY-2;20180419;16;49,2;47;15,05622795;15,0119952;15,00209989;15,00000013;15;15,01322417;15,00385284;15;-0,086450652;0,039978687;0,016731772;-0,000133333;0;-0,04197533;-0,022662786;0;-0,086666667;0,04;0,016733333;-0,000133333;0;-0,042;-0,022666667;0;-1,3;0,6;0,251;-0,002;0;-0,63;-0,34;0;15;31;16;3,4;3,4;8,12;8,46;0,14;0,77;0;0;0,185;0,187;34,159;33,908;45,3;44,7;44,7;46;
2448;LR-57964-813-ITUPISTO-20170714-4-39-57,8;LR-57964-813-ITUPISTO;LR;57964;813;ITUPISTO;4;57964-813-ITUPISTO-4;20170714;28;58,9;39;21,85886548;24,92007223;15,01495588;15;15;15,00021333;15,2392946;15,02697574;0,814516145;0,924887518;-0,044636997;0;0;0,005333283;0,177447119;0,059928155;1,06;1,326666667;-0,044666667;0;0;0,005333333;0,179333333;0,06;15,9;19,9;-0,67;0;0;0,08;2,69;0,9;15;24;9;3,9;3;8,51;5,82;0,21;0,13;0;0;0,152;0,152;32,711;33,381;57;37,1;55,2;39,3;
2492;LR-59811-930-IRENE-20170530-3-94-45,1;LR-59811-930-IRENE;LR;59811;930;IRENE;3;59811-930-IRENE-3;20170530;22;44,8;94;28,03016233;28,05779749;28,06629979;28,0000875;40,31128874;28,06712668;28,1149711;28,0016071;0,046395254;-0,064197376;0,068748627;0,002499995;-0,802940223;0,069175164;0,090466675;-0,010713876;0,046428571;-0,064285714;0,068857143;0,0025;-1,035714286;0,069285714;0,090714286;-0,010714286;1,3;-1,8;1,928;0,07;-29;1,94;2,54;-0,3;28;68;40;2,6;2,9;8,01;5,47;2,02;0,08;670;699;0,192;0,122;34,55;32,622;42,8;44,6;43,7;42,4;
2496;LR-60036-26-Jaffa-20180328-4-82-36,4;LR-60036-26-Jaffa;LR;60036;26;Jaffa;4;60036-26-Jaffa-4;20180328;13;35,9;82;27,96944762;28,30635971;27,04416804;27,00001067;27;27,00006667;27,00134997;27,02665351;0,264057007;0,304992347;-0,057159889;-0,000888889;0;0,002222219;0,009999667;0,044415215;0,27037037;0,314814815;-0,057222222;-0,000888889;0;0,002222222;0,01;0,044444444;7,3;8,5;-1,545;-0,024;0;0,06;0,27;1,2;27;52;25;3,1;1,9;4,07;3,8;0,06;0;0;0;0,116;0,14;33,243;34,788;35,4;26,9;34,8;27,5;
2500;LR-60036-93-Nixon-20180503-1-82-31,4;LR-60036-93-Nixon;LR;60036;93;Nixon;1;60036-93-Nixon-1;20180503;18;33,3;82;30,00266655;30,08803749;30,00002802;30,00000027;30;30,00228158;30,00322649;30,01666204;0,013332543;0,076516984;0,001366666;0,000133333;0;-0,012332708;0,014665615;0,033320996;0,013333333;0,076666667;0,001366667;0,000133333;0;-0,012333333;0,014666667;0,033333333;0,4;2,3;0,041;0,004;0;-0,37;0,44;1;30;46;16;3,1;2,1;4,13;3,69;0;0,37;0;0;0,121;0,117;33,284;33,243;32,8;30,5;31,6;31,2;
2522;LR-60961-709-Jokelan Merkurius-20171127-1-85-32,8;LR-60961-709-Jokelan Merkurius;LR;60961;709;Jokelan Merkurius;1;60961-709-Jokelan Merkurius-1;20171127;48;32,3;85;29,04410439;29,49847454;29,22197846;29,0000076;32,20248438;29,00000172;29,06751451;29,00620623;0,055116534;0,184098471;-0,123336298;0,000724138;0,449759613;-0,000344828;0,068170066;-0,020686704;0,055172414;0,186206897;-0,123965517;0,000724138;0,482758621;-0,000344828;0,068275862;-0,020689655;1,6;5,4;-3,595;0,021;14;-0,01;1,98;-0,6;29;53;24;3;3,6;11,51;9,53;0,12;0,13;501;487;0,381;0,36;25,948;29,543;31,6;26,2;30,1;28,5;
2531;LR-61155-71-Marilyn-20171114-1-97-33,5;LR-61155-71-Marilyn;LR;61155;71;Marilyn;1;61155-71-Marilyn-1;20171114;46;31,8;97;28,28427125;28,29858654;28,02678406;28,00021607;28;28,00025714;28,14164885;28,0016071;0,141897055;0,145395291;-0,043722119;-0,003928551;0;-0,004285688;-0,100375816;-0,010713876;0,142857143;0,146428571;-0,04375;-0,003928571;0;-0,004285714;-0,100714286;-0,010714286;4;4,1;-1,225;-0,11;0;-0,12;-2,82;-0,3;28;91;63;2,1;2,4;3,43;6,25;0,11;0,23;0;0;0,104;0,214;34,211;35,436;31,5;27,4;33,2;29,2;
2533;LR-61155-77-Marianne-20171213-1-43-35,9;LR-61155-77-Marianne;LR;61155;77;Marianne;1;61155-77-Marianne-1;20171213;50;36,6;43;6,35688603;8,139410298;6,028160914;6,000374072;6;6,000008333;6,547090957;6;0,336674819;0,741947268;0,096697482;0,011166203;0;-0,001666665;0,411710774;0;0,35;0,916666667;0,097;0,011166667;0;-0,001666667;0,436666667;0;2,1;5,5;0,582;0,067;0;-0,01;2,62;0;6;14;8;2,1;2,1;4,84;2,22;0,08;0,09;0;0;0,131;0,064;34,793;34,211;35,3;29,8;37,6;35,5;
2534;LR-61155-79-Makeinen-20171213-1-52-37,2;LR-61155-79-Makeinen;LR;61155;79;Makeinen;1;61155-79-Makeinen-1;20171213;50;37,9;52;6,753517602;6,621178143;6,028160914;6,000010083;6;6;6,000033333;6;0,476891868;0,43662716;0,096697482;-0,001833331;0;0;0,003333321;0;0,516666667;0,466666667;0,097;-0,001833333;0;0;0,003333333;0;3,1;2,8;0,582;-0,011;0;0;0,02;0;6;23;17;3;3;4,48;4,46;0,08;0,08;0;0;0,124;0,135;34,793;34,211;33,9;31,1;36;32,9;
2539;LR-62419-1222-IITU-20170518-5-48-49,4;LR-62419-1222-IITU;LR;62419;1222;IITU;5;62419-1222-IITU-5;20170518;20;47,4;48;6,007495318;6,264183905;6,11339382;6,001408168;6;6,001874707;6,05990924;6,664082833;-0,049958396;0,291456794;0,19290438;0,021663277;0;0,024994794;0,140730194;0,450225596;-0,05;0,3;0,195333333;0,021666667;0;0,025;0,141666667;0,483333333;-0,3;1,8;1,172;0,13;0;0,15;0,85;2,9;6;24;18;3;0,1;9,35;8,5;0,15;0;0;0;0,198;0,068;31,367;30,195;47,4;45,6;48;48,3;
2547;LR-62419-1304-Jammaaja-20170706-4-57-39,2;LR-62419-1304-Jammaaja;LR;62419;1304;Jammaaja;4;62419-1304-Jammaaja-4;20170706;27;37;57;23,62117694;25,55386468;22,00930712;22,0001082;30,41381265;22,00008182;22,10287085;22,00022727;0,372644904;0,533708192;-0,029082707;-0,003136353;-0,762146541;0,002727266;0,096517355;-0,004545423;0,390909091;0,590909091;-0,029090909;-0,003136364;-0,954545455;0,002727273;0,096818182;-0,004545455;8,6;13;-0,64;-0,069;-21;0,06;2,13;-0,1;22;30;8;3;3,1;6,22;4,09;0,12;0,06;705;726;0,197;0,266;32,397;33,037;31,7;18,7;33,1;24,5;
2548;LR-62419-1306-JEKKU-20170927-4-66-45,6;LR-62419-1306-JEKKU;LR;62419;1306;JEKKU;4;62419-1306-JEKKU-4;20170927;39;48,1;66;26,78824369;26,83281573;24,05886789;24,00009075;24;24,00020833;24,00269985;24,0033331;0,460308723;0,463647609;0,069968928;-0,002749993;0;-0,004166643;0,014998875;-0,016665124;0,495833333;0,5;0,070083333;-0,00275;0;-0,004166667;0,015;-0,016666667;11,9;12;1,682;-0,066;0;-0,1;0,36;-0,4;24;33;9;2,9;3,3;7,86;7,5;0,08;0,18;0;0;0,177;0,243;35,055;33,373;44,7;32,7;48,1;36,2;
2585;LR-62419-1485-LIMMU-20170801-2-56-47,8;LR-62419-1485-LIMMU;LR;62419;1485;LIMMU;2;62419-1485-LIMMU-2;20170801;31;46,6;56;35,21022579;37,62233379;27,04701159;27,00017785;27;27;27,26193133;27,0029628;0,696920091;0,770361703;0,058968591;-0,003629614;0;0;0,138732672;0,014813731;0,837037037;0,97037037;0,059037037;-0,00362963;0;0;0,13962963;0,014814815;22,6;26,2;1,594;-0,098;0;0;3,77;0,4;27;30;3;4,1;3,7;8,63;4,86;0;0;0;0;0,185;0,283;33,991;32,397;46,4;20,2;44,3;21,7;
2586;LR-62419-1496-lapikas-20171229-2-85-49,1;LR-62419-1496-lapikas;LR;62419;1496;lapikas;2;62419-1496-lapikas-2;20171229;52;48,1;85;31,05221409;31,03626911;31,01385705;31,00018123;31;31,02399716;31,32204336;31;0,057999393;-0,048349387;0,029894317;0,003419342;0;0,03933454;0,143522482;0;0,058064516;-0,048387097;0,029903226;0,003419355;0;0,039354839;0,144516129;0;1,8;-1,5;0,927;0,106;0;1,22;4,48;0;31;56;25;2,9;2,9;10,81;6,33;1,22;0;0;0;0,239;0,133;36,32;35,393;45,4;46,9;46,3;44,5;
2588;LR-62419-1501-LOYRIDE-20180503-2-62-52,7;LR-62419-1501-LOYRIDE;LR;62419;1501;LOYRIDE;2;62419-1501-LOYRIDE-2;20180503;18;52;62;4,346262762;5,249761899;4,019455809;4,001224937;5,656854249;4,004509958;4,184841694;4,019950248;0,401870647;0,704494064;0,098430876;0,024744948;-0,785398163;0,047464324;0,298323246;0,099668652;0,425;0,85;0,09875;0,02475;-1;0,0475;0,3075;0,1;1,7;3,4;0,395;0,099;-4;0,19;1,23;0,4;4;23;19;4,4;4;8,58;7,35;0,19;0;430;434;0,173;0,074;36,652;36,257;50;46,6;50,9;49,2;
